buildings_solar_pv_solar_radiation,energy_power_hydro_river,energy_power_solar_csp_solar_radiation,energy_power_solar_pv_solar_radiation,energy_power_wind_turbine_coastal,energy_power_wind_turbine_inland,energy_power_wind_turbine_offshore,households_solar_pv_solar_radiation,agriculture_chp_engine_biogas,buildings_chp_engine_biogas,energy_chp_supercritical_waste_mix,energy_power_supercritical_waste_mix,households_collective_chp_biogas,industry_chp_combined_cycle_gas_power_fuelmix,industry_chp_engine_gas_power_fuelmix,industry_chp_turbine_gas_power_fuelmix,industry_chp_ultra_supercritical_coal,energy_power_hydro_mountain,energy_power_nuclear_gen3_uranium_oxide,energy_power_nuclear_gen2_uranium_oxide,energy_power_ultra_supercritical_oxyfuel_ccs_lignite,energy_power_combined_cycle_ccs_coal,energy_power_ultra_supercritical_ccs_coal,energy_power_combined_cycle_coal,energy_power_ultra_supercritical_coal,energy_power_ultra_supercritical_lignite,energy_chp_ultra_supercritical_lignite,energy_chp_ultra_supercritical_coal,energy_power_supercritical_coal,energy_power_combined_cycle_network_gas,energy_power_ultra_supercritical_cofiring_coal,energy_power_combined_cycle_ccs_network_gas,energy_chp_ultra_supercritical_cofiring_coal,energy_power_engine_network_gas,agriculture_chp_engine_network_gas,buildings_collective_chp_network_gas,households_collective_chp_network_gas,energy_chp_combined_cycle_network_gas,energy_power_ultra_supercritical_network_gas,energy_power_turbine_network_gas,energy_power_ultra_supercritical_crude_oil,agriculture_chp_supercritical_wood_pellets,buildings_collective_chp_wood_pellets,households_collective_chp_wood_pellets,energy_power_engine_diesel
0.0,1689.4970973816903,0.0,0.0,1287.759635669088,11524.678382504037,194.64533200897486,0.0,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,5473.042207179142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.48890596207514,1689.4970973816903,0.0,29.45174663303819,1334.0735050899557,11939.159808183653,199.43261182948265,16.344130258316426,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,4789.1284070309775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471.1778887534884,1689.4970973816903,0.0,191.43635311474824,1372.0449661410012,12278.98166950462,200.68413433329854,106.23684667905675,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,4759.98168019866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
906.1113245259392,1689.4970973816903,0.0,368.1468329129774,1375.9730483186966,12314.135655158521,200.74102171983554,204.3016282289553,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,6846.21632993132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1250.4336278457954,1689.4970973816903,0.0,508.04262941990856,1408.7070664661508,12607.085535607639,200.74102171983554,281.93624695595815,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,781.2010579344496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1757.85596958032,1689.4970973816903,0.0,714.2048558511754,1437.5130024359091,12864.881430402853,200.74102171983554,396.3451587641729,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,3710.04118443016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1413.5336662604639,1689.4970973816903,0.0,574.3090593442442,1474.0909891331983,13192.23252985453,200.74102171983554,318.71054003717,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,5708.800779562254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
906.1113245259392,1689.4970973816903,0.0,368.1468329129774,1510.9756449676404,13522.328134629744,200.74102171983554,204.3016282289553,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,6230.881307907974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453.0556622629696,1689.4970973816903,0.0,184.0734164564887,1534.0862306203342,13729.154051129468,200.74102171983554,102.15081411447765,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,6683.055302947367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.36667947155635,1689.4970973816903,0.0,22.088809974778645,1548.2731706840716,13856.11867786393,200.74102171983554,12.25809769373732,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,7961.658274119038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1689.4970973816903,0.0,0.0,1548.2731706840716,13856.11867786393,200.74102171983554,0.0,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,10791.904243188796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1689.4970973816903,0.0,0.0,1548.2731706840716,13856.11867786393,200.74102171983554,0.0,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,14909.400033868982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1689.4970973816903,0.0,0.0,1548.2731706840716,13856.11867786393,200.74102171983554,0.0,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,16642.67216538282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1689.4970973816903,0.0,0.0,1548.2731706840716,13856.11867786393,200.74102171983554,0.0,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,15365.45589455966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1689.4970973816903,0.0,0.0,1548.2731706840716,13856.11867786393,200.74102171983554,0.0,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,12855.199704091336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1689.4970973816903,0.0,0.0,1548.2731706840716,13856.11867786393,200.74102171983554,0.0,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,11520.814037626029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1689.4970973816903,0.0,0.0,1548.2731706840716,13856.11867786393,200.74102171983554,0.0,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,11420.767595252293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1689.4970973816903,0.0,0.0,1548.2731706840716,13856.11867786393,200.74102171983554,0.0,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,7192.8309266270735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1689.4970973816903,0.0,0.0,1548.2731706840716,13856.11867786393,200.74102171983554,0.0,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,3305.31202296184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1689.4970973816903,0.0,0.0,1548.2731706840716,13856.11867786393,200.74102171983554,0.0,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,887.3064481887814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1689.4970973816903,0.0,0.0,1548.2731706840716,13856.11867786393,200.74102171983554,0.0,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,19.371077985440934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1689.4970973816903,0.0,0.0,1548.2731706840716,13856.11867786393,200.74102171983554,0.0,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,196.0764826975028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1689.4970973816903,0.0,0.0,1548.2731706840716,13856.11867786393,200.74102171983554,0.0,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,1386.239355611051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1689.4970973816903,0.0,0.0,1548.2731706840716,13856.11867786393,200.74102171983554,0.0,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,3957.5628550607544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1689.4970973816903,0.0,0.0,1548.2731706840716,13856.11867786393,200.0868167746591,0.0,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,10037.662564768501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108.7333589431127,1689.4970973816903,0.0,44.17761994955729,1548.2731706840716,13856.11867786393,196.019006387114,24.51619538747464,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,16659.665455611575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652.4001536586762,1689.4970973816903,0.0,265.06571969734375,1542.8983555802836,13808.017297978391,187.6005621517558,147.09717232484783,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,20301.4329102006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1304.8003073173538,1689.4970973816903,0.0,530.1314393946881,1491.0706217559457,13344.190084362413,138.3804995284413,294.19434464969595,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,21296.907692307694,322.5641028062819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1794.100422561359,1689.4970973816903,0.0,728.930729167695,1223.4515887826826,10949.159832889192,58.0318421949574,404.51722389333133,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,21296.907692307694,517.6285714285713,2365.65,1351.0081207650724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631.0003841466907,1689.4970973816903,0.0,662.6642992433593,793.6419386793132,7102.620582911652,57.524212585894674,367.7429308121196,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,21296.907692307694,517.6285714285713,2365.65,7638.971283406798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1232.311401355276,1689.4970973816903,0.0,500.67969276164877,471.0788025874628,4215.873476896819,46.41761148429041,277.8502143913789,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,21296.907692307694,517.6285714285713,2365.65,12315.523189084508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1304.8003073173538,1689.4970973816903,0.0,530.1314393946881,319.7472873028081,2861.546943835022,35.54190979229753,294.19434464969595,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,21296.907692307694,517.6285714285713,2365.65,13013.447059653385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652.4001536586762,1689.4970973816903,0.0,265.06571969734375,199.3940111203158,1784.457119099803,28.163070693082194,147.09717232484783,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,21296.907692307694,517.6285714285713,2365.65,14340.45875,296.61898548432146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.61113245259392,1689.4970973816903,0.0,36.81468329129774,151.86917259395,1359.1382443454881,31.344270542756586,20.430162822895532,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,21296.907692307694,517.6285714285713,2365.65,14340.45875,1442.6172434431028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1689.4970973816903,0.0,0.0,94.05173647255691,841.7067782987833,46.99001683650064,0.0,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,21296.907692307694,517.6285714285713,2365.65,14340.45875,3714.4389313645283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1689.4970973816903,0.0,0.0,83.73620431480627,749.3889363898114,69.96113800793051,0.0,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,21296.907692307694,517.6285714285713,2365.65,14340.45875,4999.581818181818,2301.037037037038,0.0,497.93863288331113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1689.4970973816903,0.0,0.0,78.57843823593096,703.2300154353256,96.87019874039665,0.0,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,21296.907692307694,517.6285714285713,2365.65,14340.45875,4999.581818181818,2301.037037037038,0.0,639.2836593612788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1689.4970973816903,0.0,0.0,136.02755975182845,1217.3652860940533,113.38938778124893,0.0,0.0,0.0,511.6438356202369,801.5981735219327,0.0,1231.7219473335813,9.71549244996205,1589.6127885479714,636.3013698677375,2678.4492849700273,0.0,10987.961904761903,0.0,0.0,0.0,0.0,8580.357000000002,21296.907692307694,517.6285714285713,2365.65,14340.45875,4937.691271930845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
